,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units
764,AUT,Austria,2019-12-31,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
765,AUT,Austria,2020-01-01,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
766,AUT,Austria,2020-01-02,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
767,AUT,Austria,2020-01-03,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
768,AUT,Austria,2020-01-04,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
769,AUT,Austria,2020-01-05,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
770,AUT,Austria,2020-01-06,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
771,AUT,Austria,2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
772,AUT,Austria,2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
773,AUT,Austria,2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
774,AUT,Austria,2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
775,AUT,Austria,2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
776,AUT,Austria,2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
777,AUT,Austria,2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
778,AUT,Austria,2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
779,AUT,Austria,2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
780,AUT,Austria,2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
781,AUT,Austria,2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
782,AUT,Austria,2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
783,AUT,Austria,2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
784,AUT,Austria,2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
785,AUT,Austria,2020-01-21,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
786,AUT,Austria,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
787,AUT,Austria,2020-01-23,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
788,AUT,Austria,2020-01-24,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
789,AUT,Austria,2020-01-25,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
790,AUT,Austria,2020-01-26,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
791,AUT,Austria,2020-01-27,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
792,AUT,Austria,2020-01-28,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
793,AUT,Austria,2020-01-29,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
794,AUT,Austria,2020-01-30,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
795,AUT,Austria,2020-01-31,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
796,AUT,Austria,2020-02-01,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
797,AUT,Austria,2020-02-02,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
798,AUT,Austria,2020-02-03,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
799,AUT,Austria,2020-02-04,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
800,AUT,Austria,2020-02-05,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
801,AUT,Austria,2020-02-06,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
802,AUT,Austria,2020-02-07,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
803,AUT,Austria,2020-02-08,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
804,AUT,Austria,2020-02-09,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
805,AUT,Austria,2020-02-10,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
806,AUT,Austria,2020-02-11,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
807,AUT,Austria,2020-02-12,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
808,AUT,Austria,2020-02-13,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
809,AUT,Austria,2020-02-14,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
810,AUT,Austria,2020-02-15,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
811,AUT,Austria,2020-02-16,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
812,AUT,Austria,2020-02-17,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
813,AUT,Austria,2020-02-18,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
814,AUT,Austria,2020-02-19,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
815,AUT,Austria,2020-02-20,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
816,AUT,Austria,2020-02-21,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
817,AUT,Austria,2020-02-22,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
818,AUT,Austria,2020-02-23,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
819,AUT,Austria,2020-02-24,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
820,AUT,Austria,2020-02-25,0,0,0,0,0.0,0.0,0.0,0.0,218.0,,0.024,,tests performed
821,AUT,Austria,2020-02-26,2,2,0,0,0.222,0.222,0.0,0.0,321.0,103.0,0.036000000000000004,0.011000000000000001,tests performed
822,AUT,Austria,2020-02-27,2,0,0,0,0.222,0.0,0.0,0.0,447.0,126.0,0.05,0.013999999999999999,tests performed
823,AUT,Austria,2020-02-28,5,3,0,0,0.555,0.33299999999999996,0.0,0.0,763.0,316.0,0.085,0.035,tests performed
824,AUT,Austria,2020-02-29,7,2,0,0,0.777,0.222,0.0,0.0,1649.0,886.0,0.183,0.098,tests performed
825,AUT,Austria,2020-03-01,10,3,0,0,1.11,0.33299999999999996,0.0,0.0,,,,,
826,AUT,Austria,2020-03-02,14,4,0,0,1.554,0.444,0.0,0.0,,,,,
827,AUT,Austria,2020-03-03,18,4,0,0,1.999,0.444,0.0,0.0,2683.0,,0.298,,tests performed
828,AUT,Austria,2020-03-04,24,6,0,0,2.665,0.6659999999999999,0.0,0.0,3138.0,455.0,0.348,0.051,tests performed
829,AUT,Austria,2020-03-05,29,5,0,0,3.22,0.555,0.0,0.0,3711.0,573.0,0.41200000000000003,0.064,tests performed
830,AUT,Austria,2020-03-06,41,12,0,0,4.552,1.3319999999999999,0.0,0.0,4000.0,289.0,0.444,0.032,tests performed
